AP209224985069012010090307 000009938   9030720190307$LE MONDE                               010003309999999999 69012010090307             20000000000000000U977039520334810   
AP209224985069012010090306 000009938   9030620190306$LE MONDE                               010003309999999999 69012010003060378001470280620000000000000000U378001470280603060
AP209224985069012010090305 000009938   9030520190305$LE MONDE                               010003309999999999 69012010003050378001470280620000000000000000U378001470280603050
AP209224985069031710090306 000009939   9030620190307$SALZBURGER NACHRIC.                    010003209999999999 69031710090306             20000000000000000U901562003183010   
AP209224985069031710090304 000009939   9030420190305$SALZBURGER NACHRIC.                    010003209999999999 69031710090304             20000000000000000U901562003191510   
AP209224908509000060019010 000000003   1901020190307VITA CATTOLICA                          070001509999999999 09000060019010977112093990710000000000000000U977112093990719010
AP209224999511204390090009 000000020   9000920190307ELLE SETTIMANALE    PAMELA PRATI SI SPOS070001509999999999 11204390090009977112043900110000000000000000U977112043900190009
AP209224999511204390090008 000000020   9000820190228ELLE SETTIMANALE    CON VERY ELLE 31    070002009999999999 11204390090008977112043900110000000000000000U977112043900190008
AP209224999178012050090007 000001285   9000720190307$FREUNDIN                               090004009999999999 78012050090007             10000000000000000U419038750300607   
AP209224999511229530090201 000000849   9020120190307ARTE ENIGMISTICA                        130001609999999999 11229530090201977112295300010000000000000000U977112295300090201
AP209224999115937580690110 000003358   9011020190307PROFILO                                 130003999999999999 15937580690110977159375806710000000000000000U977159375806790110
AP209224999718874723390164 000025744   9016420190307BATMAN MAGAZINE                         120003959999999999 18874723390164977188747233410500000000000000U977188747233490164
AP209224999511286230090083 000002308   9008320190307UNIVERSO ENIGMISTICO                    140003509999999999 11286230090083977112862300610000000000000000U977112862300690083
AP209224999511264050090257 000001851   9025720190307PICCOLI PUZZLE                          120001309999999999 11264050090257977112640500010000000000000000U977112640500090257
AP209224999100271690090003 000000583   9000320190307MOTOCICLISMO                            120005009999999999 00271690090003977002716900410000000000000000U977002716900490003
AP209224999178012160090011 000003559   9001120190307$LISA                                   070002009999999999 78012160090011             10000000000000000U419093540149511   
AP209224999518247810090051 000004195   9005120190307AUTODEF.STAGIONALI                      140002309999999999 18247810090051977182478100010000000000000000U977182478100090051
AP209224999511241060090093 000001513   9009320190307STAGIONE PUZZLE                         140002709999999999 11241060090093977112410600810000000000000000U977112410600890093
AP209224999711221980090336 000000137   9033620190307PC PROFESSIONALE                        120006909999999999 11221980090336977112219800510000000000000000U977112219800590336
AP209224999111244230090338 000000177   9033820190307TUTTO TRENO                             120008509999999999 11244230090338977112442300610000000000000000U977112442300690338
AP209224999500043160090539 000000389   9053920190307ART ET DECORATION                       120005709999999999 00043160090539977000431600110000000000000000U977000431600190539
AP209224999178003260090011 000002477   9001120190307$DIE NEUE FRAU                          070001409999999999 78003260090011             10000000000000000U419488560099111   
AP209224909100000010090307 000009634   9030720190307ARENA QUOTIDIANO                        010001409999999999 00000010090307977159116700720000000000000000U977159116700790307
AP209224909100000020090307 000009635   9030720190307GIORNALE VICENZA                        010001409999999999 00000020090307977159116900120000000000000000U977159116900190307
AP209224985069170710090010 000009642   9001020190307$ANGORA                                 070001609999999999 69170710090010             10000000000000000U419458500140110   
AP209224985069230040090007 000009647   9000720190307$AUTO STRASSENVERKE.                    100002609999999999 69230040090007             10000000000000000U419111610200207   
AP209224999117236670090010 000004643   9001020190307VANITY FAIR         ELISA               070001909999999999 17236670090010977172366700910000000000000000U977172366700990010
AP209224999511230210090210 000001070   9021020190307PUZZLE DIVERTENTI                       130001409999999999 11230210090210977112302100510000000000000000U977112302100590210
AP209224999517245680090101 000002011   9010120190307PUZZLE STAGIONI     PUZZLE PRIMAVERA    140002009999999999 17245680090101977172456800810000000000000000U977172456800890101
AP209224999511268170090132 000001872   9013220190307PICCOLI CRUCIVERBA                      130001009999999999 11268170090132977112681700110000000000000000U977112681700190132
AP209224999111248340090455 000000274   9045520190307AIRONE                                  120002009999999999 11248340090455977112483400010000000000000000U977112483400090455
AP209224988311206044290307 000003699   9030720190307GAZZETTINO PD                           010001209999999999 11206044290307977112060442320000000000000000U977112060442390307
AP209224988311206044390307 000003702   9030720190307GAZZETTINO TV                           010001209999999999 11206044390307977112060443020000000000000000U977112060443090307
AP209224985069230070090007 000001572   9000720190307$FUER SIE                               100003959999999999 69230070090007             10000000000000000U419030810295007   
AP209224999115930210090003 000000118   9000320190307TORRE & CAVALLO                         120006009999999999 15930210090003977159302100010000000000000000U977159302100090003
AP209224902600026710090307 000005241   9030720190307SCUOLE SOLE 24 ORE                      010000009999999999 000267100                  20000000000000000U                  
AP209224999515927730090102 000004373   9010220190307MESE PUZZLE                             140001909999999999 15927730090102977159277300910000000000000000U977159277300990102
AP209224999510320040090307 000006977   9030720190307SOLE 24 ORE ABBONATI                    010000009999999999 103200400                  20000000000000000U                  
AP209224999518256700090142 000006878   9014220190307CRITTO SEMPLICI                         130001809999999999 18256700090142977182567000610000000000000000U977182567000690142
AP209224999117200630090096 000003897   9009620190307GRANDI AEREI STORICIP-47 THUNDERBOLT    130009009999999999 17200630090096977172006300210000000000000000U977172006300290096
AP209224999518249470090099 000005018   9009920190307CRUCIVERBA X CAMPI.                     130001509999999999 18249470090099977182494700010000000000000000U977182494700090099
AP209224999518267680090164 000005906   9016420190307TUTTO PAROLE CROCI.                     130001409999999999 18267680090164977182676800910000000000000000U977182676800990164
AP209224999517245480090180 000004788   9018020190307ESP.WINX CLUB       WINX CLUB           120007909999999999 17245480090180977172454800080000000000000000U977172454800090180
AP209224999511294400090078 000005550   9007820190307PAROLE CROC.CRITT.SP                    140002809999999999 11294400090078977112944000810000000000000000U977112944000890078
AP209224999518266160090042 000006324   9004220190307CIVILTA' PUZZLE                         140001909999999999 18266160090042977182661600310000000000000000U977182661600390042
AP209224999517249500090092 000005054   9009220190307ENIGMISTICA MIGLIORE                    130001509999999999 17249500090092977172495000110000000000000000U977172495000190092
AP209224999117226100690193 000004550   9019320190307FOR MEN MAGAZINE GADANELLO PER CELLULARE120003909999999999 17226100690193977172261006810000000000000000U977172261006890193
AP209224999011286673090658 000006170   9065820190307LOTTO MIO GIOVEDI'                      070001809999999999 11286673090658977112866730710000000000000000U977112866730790658
AP209224999518266250090046 000006203   9004620190307SCOPRI PUZZLE                           130002209999999999 18266250090046977182662500510000000000000000U977182662500590046
AP209224999518270590090077 000006785   9007720190307GIOCA COI CRITTOGRA.                    130001309999999999 18270590090077977182705900710000000000000000U977182705900790077
AP209224999722395180090006 000025475   9000620190307+GADGET COLLECTION  12PZ MAGIC COTTON SA130002999999999999 22395180090006977223951800780000000000000000U977223951800790006
AP209224999117226100090193 000004273   9019320190307FOR MEN MAGAZINE                        120002009999999999 17226100090193977172261000610000000000000000U977172261000690193
AP209224999118271230090010 000006251   9001020190307DIVA E DONNA                            070001009999999999 18271230090010977182712300510000000000000000U977182712300590010
AP209224999178004170090004 000005934   9000420190307$BUSSI BAER                             120004509999999999 78004170090004             10000000000000000U419912220370604   
AP209224988311206044790307 000003694   9030720190307GAZZETTINO UD                           010000809999999999 11206044790307977112060447820000000000000000U977112060447890307
AP209224988311206044190307 000003697   9030720190307GAZZETTINO VE                           010001209999999999 11206044190307977112060441620000000000000000U977112060441690307
AP209224902600026700090307 000005240   9030720190307SCUOLE CORR.SERA                        010000009999999999 000267000                  20000000000000000U                  
AP209224999520351360090002 000013951   9000220190307STYLE PICCOLI                           140003509999999999 20351360090002977203513600910000000000000000U977203513600990002
AP209224993500202080090307 000025941   9030720190307INS PICCOLO GRATUITOEVENTI NORDEST      010000009999999999 002020800                  20800000000000000U                  
AP209224920800000010090307 000012340   9030720190307RESTO DEL CARLINO                       010001509999999999 00000010090307977112867441120000000000000000U977112867441190307
AP209224999780080582090122 000014692   9012220190307INS GIORNALE COMP.LISOLDATI. LE FORZE AR070009909999999999 80080582090122977800805820010000000000000000U977800805820090122
AP209224988311206044490307 000011912   9030720190307GAZZETTINO BL                           010001209999999999 11206044490307977112060444720000000000000000U977112060444790307
AP209224999178012400090383 000012551   9038320190307$PROFI RAETSEL                          120002209999999999 78012400090383419813620160910000000000000000U419813620160900383
AP209224999178029280090003 000012729   9000320190307$VON FRAU ZU FRAU                       120001709999999999 78029280090003             10000000000000000U419751200120803   
AP209224985069071150090306 000009549   9030620190307$VESTI                                  010002009999999999 69071150090306419858400180620000000000000000U419858400180690306
AP209224988311206044690307 000010592   9030720190307GAZZETTINO PN                           010001209999999999 11206044690307977112060446120000000000000000U977112060446190307
AP209224985069000150090307 000010699   9030720190307$USA TODAY                              010002509999999999 69000150090307977105174034420000000000000000U977105174034490307
AP209224985069000150090306 000010699   9030620190306$USA TODAY                              010002509999999999 69000150090306             20000000000000000U977105174033710   
AP209224985069013000090306 000010703   9030620190307$LIBERATION                             010002509999999999 69013000090306             20000000000000000U378001350200110   
AP209224985069013000090304 000010703   9030420190305$LIBERATION                             010002509999999999 69013000003040378001350200120000000000000000U378001350200103040
AP209224999122796840090010 000026002   9001020190307SETTIMANALE NUOVO                       070001009999999999 22796840090010977227968400710310000000000000U977227968400790010
AP209224985069000100090307 000009941   9030720190307$THE NEW YORK TIMES                     010003509999999999 69000100040210419858200350520000000000000000U419858200350540210
AP209224985069011000090306 000010001   9030620190307$LE FIGARO                              010003209999999999 69011000090306             20000000000000000U378001080280710   
AP209224985069011000090304 000010001   9030420190305$LE FIGARO                              010003209999999999 69011000003040378001080280720000000000000000U378001080280703040
AP209224902600001930090010 000011250   9001020190307=SETTE+SETTE ABB C.S                    010000009999999999 000019300                  20000000000000000U                  
AP209224999178027820090011 000010574   9001120190307$OK TED.                                070003209999999999 78027820090011             10000000000000000U419770310219611   
AP209224920600000010090307 000011750   9030720190307ADIGE QUOTIDIANO                        010001509999999999 00000010090307977159414400520000000000000000U977159414400590307
AP209224993515929000190307 000011421   9030720190307MATTINO PD                              010001209999999999 15929000190307977159290000920000000000000000U977159290000990307
AP209224993515928980290307 000011424   9030720190307TRIBUNA TV                              010001209999999999 15928980290307977159289850420000000000000000U977159289850490307
AP209224999519739560090065 000011729   9006520190307SOLO PUZZLE X TUTTI                     130001009999999999 19739560090065977197395600710000000000000000U977197395600790065
AP209224999519724130090120 000008575   9012020190307RIDERS                                  120003509999999999 19724130090120977197241300610000000000000000U977197241300690120
AP209224999513920070090010 000008608   9001020190307INS SETTE ABB.C.SERA                    010000009999999999 139200700                  20000000000000000U                  
AP209224999519708880090046 000007879   9004620190307QUALITY PUZZLE                          140001809999999999 19708880090046977197088800410000000000000000U977197088800490046
AP209224999178013070090011 000008057   9001120190307$LEA SETT.                              070002009999999999 78013070090011             10000000000000000U419502370149511   
AP209224985069071180090306 000010281   9030620190307$VESTI LATEINISCH                       010002009999999999 69071180040010419859900200320000000000000000U419859900200340010
AP209224999022403640090026 000025651   9002620190307EDITABLE            2 DVD HARD 2 BOX    130009999999999999 22403640090026977224036400610040000000000000U977224036400690026
AP209224985069130840090011 000025652   9001120190307$FREIZEITWOCHE                          070001509999999999 69130840090011             10300000000000000U419650890099011   
AP209224985069130100090011 000025653   9001120190307$TINA                                   070002309999999999 69130100090011             10300000000000000U419041110159811   
AP209224985069130360090011 000025655   9001120190307$NEUE POST                              070002609999999999 69130360090011             10300000000000000U419082230179211   
AP209224902600001800090307 000008429   9030720190307COR.SERA ABBONATI                       010000009999999999 000018000                  20000000000000000U                  
AP209224902600001820090307 000008431   9030720190307GAZZ.SP.ABBONATI                        010000009999999999 000018200                  20000000000000000U                  
AP209224985069130750090011 000025661   9001120190307$DAS NEUE BLATT                         070002609999999999 69130750090011             10300000000000000U419051340179411   
AP209224985069130610090011 000025662   9001120190307$AUF EINEN BLICK                        070002009999999999 69130610090011             10300000000000000U419037850139411   
AP209224985069130880090011 000025664   9001120190307$LAURA                                  070001909999999999 69130880090011             10300000000000000U419813280130811   
AP209224999178011890090004 000009829   9000420190307$ELLE TEDESCO                           120008509999999999 78011890090004             10000000000000000U419094920700704   
AP209224999178015430090011 000009833   9001120190307$FREIZEITSPASS                          070001409999999999 78015430090011             10000000000000000U419651710099211   
AP209224999178012180090004 000009843   9000420190307$LISA WOHNEN  DEKORI                    120003309999999999 78012180090004             10000000000000000U419456430290104   
AP209224985069031100090307 000009954   9030720190307$SUEDDEUTSCHE ZEITU.                    010003709999999999 69031100041010419065580300520000000000000000U419065580300541010
AP209224985069031100090306 000009954   9030620190306$SUEDDEUTSCHE ZEITU.                    010003709999999999 69031100031010419065580300520000000000000000U419065580300531010
AP209224999120394460890002 000023615   9000220190307ESP.BLU PARTY       SET POLIZIA         130006509999999999 20394460890002977203944608110000000000000000U977203944608190002
AP209224999178036860090004 000023001   9000420190307$DONNA                                  120005209999999999 78036860090004             10000000000000000U419185700390304   
AP209224999118257260090192 000021332   9019220190307MACCHINE TRATTORI                       120004509999999999 18257260090192977182572600010000000000000000U977182572600090192
AP209224999020386330090053 000021062   9005320190307PICCOLE MANI                            130004509999999999 20386330090053977203863300010000000000000000U977203863300090053
AP209224999511205065690025 000021583   9002520190307*GO NAGAI COLL.                         070012999999999999 11205065690025977112050656730000000000000000U977112050656790025
AP209224993515921694690307 000021992   9030720190307PICCOLO TS          +EVENTI NORDEST     010001409999999999 15921694690307977159216946820000000000000000U977159216946890307
AP209224993515921694490307 000021994   9030720190307PICCOLO GO          +EVENTI NORDEST     010001409999999999 15921694490307977159216944420000000000000000U977159216944490307
AP209224993511206084090307 000021995   9030720190307MESS.VENETO UD      +EVENTI NORDEST     010001409999999999 11206084090307977112060840720000000000000000U977112060840790307
AP209224993511206084190307 000021998   9030720190307MESS.VENETO PN      +EVENTI NORDEST     010001109999999999 11206084190307977112060841420000000000000000U977112060841490307
AP209224999520395190090026 000023334   9002620190307AUTODEFINITI FACIL.                     130001509999999999 20395190090026977203951900610000000000000000U977203951900690026
AP209224999520397420090047 000023071   9004720190307QUADERNI DI ALICE   LASAGNE E CANNELLONI130005409999999999 20397420090047977203974200810000000000000000U977203974200890047
AP209224999178033200090002 000019838   9000220190307$LISA WOHNEN UND D.                     140004709999999999 78033200090002             10000000000000000U419176990350602   
AP209224985069132230090011 000026960   9001120190307$CLOSER TEDESCO                         070003209999999999 69132230090011             12500000000000000U419821070219011   
AP209224999169230150090006 000027023   9000620190307$DIE YACHT                              090006909999999999 69230150090006             13600000000000000U419074400520406   
AP209224999169433150090002 000027029   9000220190307$BOOTE EXCLUSIV                         130012509999999999 69433150090002             13600000000000000U419849030990402   
AP209224999178039600090004 000027034   9000420190307$MOTORRADFAHRER                         120003909999999999 78039600090004             10300000000000000U419843450290304   
AP209224999520370890090307 000017289   9030720190307FATTO - QUOTIDIANO                      010001509999999999 20370890090307977203708900620000000000000000U977203708900690307
AP209224999120380060090052 000018858   9005220190307LIBRI DI WAR SET    I GENERALI DI HITLER130010909999999999 20380060090052977203800600210000000000000000U977203800600290052
AP209224999520372660090010 000018010   9001020190307INS SETTE CORR.SERA VENDITA ABB.OBBL.   010000509999999999 20372660090010977203726600120000000000000000U977203726600190010
AP209224999520372700090002 000018422   9000220190307QUIZ ERMETICI                           140002309999999999 20372700090002977203727000810000000000000000U977203727000890002
AP209224999169333390090004 000026642   9000420190307$REISEMOBIL INTERN.                     120005909999999999 69333390090004             10300000000000000U419191890450704   
AP209224999178033040090004 000019343   9000420190307$JOLIE POCKET                           120002909999999999 78033040090004             10000000000000000U419629220200304   
AP209224999169537470090002 000028208   9000220190307$PRINZ. LILLIFEE BASBASTELBOX           130005809999999999 69537470090002             10500000000000000U419779140420202   
AP209224999522409550090090 000026016   9009020190307DEVIL E CAVALIERI MADAREDEVIL           120003509999999999 22409550090090977224095500610500000000000000U977224095500690090
AP209224985069060600090307 000026206   9030720190307$EL PAIS                                010003009999999999 69060600013104842553600116120830000000000000U842553600116113104
AP209224993511111120090307 000027639   9030720190307PICCOLO GO ABBONATI                     010000009999999999 111111200                  20840000000000000U                  
AP209224999178039560090004 000027258   9000420190307$STEREO                                 120008459999999999 78039560090004             10320000000000000U419013740650204   
AP209224999169536000090001 000027079   9000120190307$BIKE SOND.FREERIDER                    140008709999999999 69536000090001             10000000000000000U419667550690201   
AP209224996000252150190307 000029654   9030720190307MANIFESTO           IL MANIFESTO - NORD 010001509999999999 00252150190307977002521500020800000000000000U977002521500090307
AP209224985069000370090306 000029664   9030620190307$THE DAILY TELEGRAPH                    010004509999999999 69000370090306             20800000000000000U977030712373310   
AP209224985069000370090304 000029664   9030420190305$THE DAILY TELEGRAPH                    010004509999999999 69000370090304             20800000000000000U977030712371910   
AP209224999720383620090647 000029324   9064720190307TROTTO & TURF                           020003509999999999 20383620090647977203836200920370000000000000U977203836200990647
AP209224993511111110090307 000029485   9030720190307PICCOLO TS ABBONATI                     010000009999999999 111111100                  20840000000000000U                  
AP209224999111245190090247 000029131   9024720190307ELABORARE                               120005509999999999 11245190090247977112451900610630000000000000U977112451900690247
AP209224993511111110390307 000026052   9030720190307INS MESS.VEN.GRATUITEVENTI NORDEST      010000009999999999 111111103                  20800000000000000U                  
AP209224985069102130090009 000029369   9000920190307$GRAZIA UK                              070004999999999999 69102130090009             10300000000000000U977174595607509   
AP209224985069102150090009 000029373   9000920190307$KERRANG! UK                            070005209999999999 69102150090009             10300000000000000U977026266218609   
AP209224985069102140090009 000029374   9000920190307$HEAT UK                                070003609999999999 69102140090009             10300000000000000U977146562608109   
AP209224985069230290090006 000030703   9000620190307$C' T MAGAZIN                           100006209999999999 69230290090006             10300000000000000U419914840490306   
AP209224999522821416590010 000031737   9001020190307CREDERE VOLUME      RADICI CRISTIANE N 7070007409999999999 22821416590010977228214165812310000000000000U977228214165890010
AP209224927100000010019009 000029451   1900920190307NOVI GLAS                               070001209999999999 00000010019009977112465900910300000000000000U977112465900919009
AP209224927000000010090307 000029453   9030720190307PRIMORSKI DNEVNIK                       010001309999999999 00000010090307977112466600720300000000000000U977112466600790307
AP209224999169130490090011 000026440   9001120190307$FRAU IM SPIEGEL                        070002509999999999 69130490090011             10050000000000000U419084840180311   
AP209224999169436240090011 000026441   9001120190307$ECHO DER FRAU                          070002509999999999 694362400     419011990179710050000000000000U4190119901797     
AP209224985069130690090010 000026449   9001020190307$ALLES FUER DIE FRAU                    070001409999999999 69130690090010             10300000000000000U419667600099710   
AP209224999720372900290055 000028223   9005520190307ESP.MAXIVISTA SUPPL.OCCHIALI DA LETTURA 130009999999999999 20372900290055977203729002010000000000000000U977203729002090055
AP209224993515929670490307 000027205   9030720190307CORRIERE DELLE ALPI                     010001209999999999 15929670490307977159296710120840000000000000U977159296710190307
AP209224985069021050090306 000028876   9030620190307$NEUE ZUERCHER ZEITU                    010004709999999999 69021050090306977229732200420000000000000000U977229732200490306
AP209224999169532330090002 000030071   9000220190307$HOMES & GARDENS SPE                    130007009999999999 69532330090002             13000000000000000U419447730500602   
AP209224985069021040090304 000033707   9030420190305$NEUE ZUERCHER Z.FOLNZZ FOLIO - PAARE   010006009999999999 69021040019052977142053101620830000000000000U977142053101619052
AP209224999522823130090066 000030481   9006620190307RAROPIU'            QUEEN               120007009999999999 22823130090066977228231300010300000000000000U977228231300090066
AP209224999522821410090010 000030356   9001020190307CREDERE                                 070001509999999999 22821410090010977228214100912310000000000000U977228214100990010
AP209224999018288040080053 000033503   8005320190307HOBBY SCIENZA TECNIC                    140003509999999999 18288040080053977182880400210000000000000000U977182880400280053
AP209224999169332380090004 000030484   9000420190307$DER HUND                               120004609999999999 69332380090004             10300000000000000U419110610330904   
AP209224999711240410190172 000035039   9017220190307MIO COMPUTER IDEA                       090001909999999999 11240410190172977112404101910320000000000000U977112404101990172
AP209224999511204410091003 000034126   9100320190307LINUS                                   120006009999999999 11204410091003977112044100430200000000000000U977112044100491003
AP209224999122824000090010 000030586   9001020190307GIALLO SETTIMANALE                      070000909999999999 22824000090010977228240000710310000000000000U977228240000790010
AP209224902600026730090307 000030381   9030720190307SCUOLE GAZZETTINO UD                    010000009999999999 000267300                  20800000000000000U                  
AP209224999500147093290010 000030875   9001020190307FAM.CRISTIANA STRAO FRANCESCO           140009909999999999 00147093290010977001470932910300000000000000U977001470932990010
AP209224999178046500090031 000033892   9003120190307$SPASS FUER KLEINE PGADGET              140005509999999999 78046500090031             10500000000000000U419858670399931   
AP209224999700330860090056 000030351   9005620190307PROGRESSO FOTOGRAFICSGUARDO DI DONNA    130008909999999999 00330860090056977003308600513400000000000000U977003308600590056
AP209224925200000010090307 000033436   9030720190307VOCE DEL POPOLO                         010001109999999999 000000100                  20800000000000000U                  
AP209224999500147090090010 000030173   9001020190307FAMIGLIA CRISTIANA                      070002009999999999 00147090090010977001470900812310000000000000U977001470900890010
AP209224999511230540090010 000030175   9001020190307GIORNALINO                              070002309999999999 11230540090010977112305400312310000000000000U977112305400390010
AP209224999500147096590010 000030180   9001020190307FAMIGLIA CRISTIANA VIL GRANDE LIBRO DEI 070008909999999999 00147096590010977001470965712310000000000000U977001470965790010
AP209224999178044810090003 000031659   9000320190307$REVUE HEUTE                            120001509999999999 78044810090003             10050000000000000U419853540110503   
AP209224999500000010090307 000029785   9030720190307FATTO ABBONATI                          010000009999999999 000000100                  20800000000000000U                  
AP209224999711285413190026 000034389   9002620190307MIO CANE SPECIALE                       170009909999999999 11285413190026977112854131710380000000000000U977112854131790026
AP209224999511204984390307 000033643   9030720190307CORRIERE SERA                           010001509999999999 11204984390307977112049800820800000000000000U977112049800890307
AP209224999722841620091911 000033673   9191120190307MIO PAPA                                070001409999999999 22841620091911977228416200210310000000000000U977228416200291911
AP209224999178043800090002 000031433   9000220190307$HAPPY WAY                              140008209999999999 78043800090002             10300000000000000U419844660590602   
AP209224999722819590090074 000029813   9007420190307UBUNTU FACILE                           120003509999999999 22819590090074977228195900110320000000000000U977228195900190074
AP209224999117247910090147 000030798   9014720190307MOTO.IT                                 120001509999999999 17247910090147977172479100010620000000000000U977172479100090147
AP209224999722824300090070 000031296   9007020190307DRAGONERO           LA TERRA DELLA NOTTE120003509999999999 22824300090070977228243000410500000000000000U977228243000490070
AP209224999117230810090101 000030554   9010120190307PUZZLE X TUTTI                          130001909999999999 17230810090101977172308100310340000000000000U977172308100390101
AP209224999178045220090004 000032210   9000420190307$HARPER'S BAZAR TED                     220008509999999999 78045220090004             10050000000000000U419856940700504   
AP209224985069301800090001 000034683   9000120190307$RAILWAY UPDATE                         120019609999999999 69301800090001             10300000000000000U977166190701401   
